PercentageTypeGateAND,PercentageTypeGateOR,PercentageTypeGateNOT,PercentageTypeGateXOR,PercentageTypeGateXNOR,PercentageTypeGateBUF,PercentageTypeGateNOR,PercentageTypeGateNAND,MaxInputDegree,MinInputDegree,MiddleInputDegree,MaxOutputDegree,MinOutputDegree,MiddleOutputDegree,PercentageMiddleDepth,PercentageMiddleSignVar,isMultiplexer
0.0350877,0.00350877,0.071345,0,0,0,0.419883,0.470175,4,1,3.42105,0.039019,1,3.26198,0.388703,0.562322,0
0.0546875,0.0078125,0.113281,0,0,0,0.351562,0.472656,4,1,3.15625,0.113553,1,2.96337,0.394383,0.639706,0
0.00824742,0.00618557,0.113402,0,0,0,0.414433,0.457732,4,1,3.14227,0.0378072,1,2.8828,0.382483,0.527694,0
0,0,0.141115,0,0,0,0.416376,0.442509,4,1,2.84321,0.0184332,1,2.50845,0.357911,0.479071,0
0,0,0.347826,0,0,0,0.275362,0.376812,4,1,2.43478,0.0425532,1,1.79787,0.452128,0.40058,0
0.0104167,0.00173611,0.119792,0,0,0,0.411458,0.456597,4,1,3.09896,0.028436,1,2.82149,0.370195,0.51066,0
0.0537084,0.00895141,0.0780051,0,0,0,0.402813,0.456522,4,1,3.35933,0.0550122,1,3.21271,0.394458,0.575909,0
0.0143946,0.0042337,0.0635055,0,0,0,0.443692,0.474174,4,1,3.40813,0.0281577,1,3.23894,0.388576,0.535235,0
0.060241,0.0481928,0.114458,0,0,0,0.325301,0.451807,4,1,3,0.171429,1,2.85143,0.455238,0.779116,0
0,0,0.268657,0,0,0,0.323383,0.40796,4,1,2.58706,0.0283401,1,2.10931,0.345479,0.42202,0
0,0.00362976,0.114338,0,0,0,0.424682,0.45735,4,1,3.01815,0.0279605,1,2.73684,0.379934,0.505779,0
0.0307692,0,0.292308,0,0,0,0.246154,0.430769,4,1,2.69231,0.101266,1,2.22785,0.367089,0.506593,0
0.0177353,0.00545703,0.0927694,0,0,0,0.421555,0.462483,4,1,3.27422,0.0305732,1,3.0586,0.385987,0.533109,0
0.0031348,0.0015674,0.133229,0,0,0,0.412226,0.449843,4,1,2.88401,0.0211268,1,2.59296,0.382629,0.482933,0
0.00274725,0,0.164835,0,0,0,0.384615,0.447802,4,1,2.90934,0.0315534,1,2.57282,0.37055,0.49296,0
0.00822368,0.0060307,0.0542763,0,0,0,0.457785,0.473684,4,1,3.39583,0.0188383,1,3.24176,0.384964,0.523663,0
0.0290557,0.00242131,0.0613398,0,0,0,0.438257,0.468927,4,1,3.43664,0.0293436,1,3.2888,0.391763,0.548801,0
0,0,0.290323,0,0,0,0.311828,0.397849,4,1,2.54839,0.0508475,1,2.01695,0.327684,0.447742,0
0.049763,0.00236967,0.0971564,0,0,0,0.400474,0.450237,4,1,3.22986,0.0504386,1,2.99123,0.38962,0.56649,0
0.00591716,0.0236686,0.248521,0,0,0,0.207101,0.514793,4,1,3.01183,0.156425,1,2.84916,0.450652,0.730178,0
0.0216931,0.0031746,0.0507937,0,0,0,0.453968,0.47037,4,1,3.44762,0.0207805,1,3.30309,0.391451,0.5348,0
0.0154703,0,0.0612624,0,0,0,0.450495,0.472772,4,1,3.39233,0.0188457,1,3.22909,0.389085,0.528963,0
0.042677,0.00678952,0.0640155,0,0,0,0.42871,0.457808,4,1,3.39767,0.0333642,1,3.24745,0.389867,0.555225,0
0.027027,0.018018,0.171171,0,0,0,0.297297,0.486486,4,1,3.02703,0.130081,1,2.73984,0.384824,0.644144,0
0.00469484,0,0.295775,0,0,0,0.328638,0.370892,4,1,2.44601,0.0181818,1,1.89818,0.474545,0.383386,0
0.0189633,0.00505689,0.0922882,0,0,0,0.428571,0.45512,4,1,3.19595,0.0246769,1,2.9718,0.392871,0.51968,0
0.0214153,0.00558659,0.0623836,0,0,0,0.44041,0.470205,4,1,3.46182,0.0356189,1,3.31167,0.390324,0.55712,0
0.0300526,0.00601052,0.0488355,0,0,0,0.446281,0.46882,4,1,3.48084,0.0295815,1,3.34343,0.392977,0.556956,0
0.010425,0.00481155,0.0753809,0,0,0,0.443464,0.465918,4,1,3.25421,0.020362,1,3.06109,0.389392,0.521698,0
0,0,0.301818,0,0,0,0.341818,0.356364,4,1,2.40727,0.0107239,1,1.77748,0.422252,0.366345,0
0.0647482,0.0359712,0.172662,0,0,0,0.280576,0.446043,4,1,2.94964,0.155405,1,2.77703,0.466216,0.753797,0
0.0212766,0.0212766,0.0881459,0,0,0,0.389058,0.480243,4,1,3.25532,0.122093,1,3.11628,0.415698,0.689564,0
0.0555556,0.0147059,0.0718954,0,0,0,0.403595,0.454248,4,1,3.35784,0.0575428,1,3.19751,0.393986,0.596036,0
0.0133753,0.00314713,0.0731707,0,0,0,0.437451,0.472856,4,1,3.36192,0.0223048,1,3.1777,0.388104,0.523274,0
0.0617577,0,0.0807601,0,0,0,0.391924,0.465558,4,1,3.29216,0.0626398,1,3.10291,0.390753,0.596474,0
0.00700771,0.00280308,0.0700771,0,0,0,0.453399,0.466713,4,1,3.23055,0.0177866,1,3.03755,0.383619,0.515968,0
